区域,名称,景点id,类型,级别,热度,经纬度
福建·龙岩·高北土楼群（永定土楼）,五云楼,4126546711,文化古迹,,热度 0.,"117.016456,24.666634"
山西·阳泉·郊区,阳泉市小河古村,2485264360,文化古迹,3A景区,热度 0.,"113.653399,37.848209"
福建·漳州·南靖土楼群,河坑土楼群,1704267704,文化古迹,,热度 0.,"117.065054,24.654789"
香港·香港·南丫岛,南丫岛渔民文化村,3028595999,文化古迹,,热度 0.,"114.13528087372,22.214256475471"
福建·泉州·丰泽区,东湖公园,912950044,文化古迹,,热度 0.,"118.612516,24.916019"
湖南·湘西·凤凰古城,崇德堂,1301799926,文化古迹,,热度 0.,"109.610655,27.953606"
辽宁·葫芦岛·绥中县,东戴河,2470446537,文化古迹,,热度 0.,"119.916056,40.039694"
台湾·新北,十分老街,2654609625,文化古迹,,热度 0.,"121.77616428626,25.043934620552"
河南·洛阳,荆紫仙山,3938277106,文化古迹,,热度 0.,"112.066279,35.012524"
巴厘岛·乌布,乌布艺术村,4224606220,文化古迹,,热度 0.,"115.259521,-8.517873"
江西·九江·星子县,桃花源,3384917140,文化古迹,,热度 0.,"115.901269,29.456498"
山西·临汾·尧都区,仙洞沟风景名胜区,36942307,文化古迹,,热度 0.,"111.360532,36.165536"
山东·淄博·博山区,莲花山风景区,1348141606,文化古迹,,热度 0.,"117.901893,36.524577"
澳门·澳门·澳门半岛,仁慈堂,1853231891,文化古迹,,热度 0.,"113.55179,22.196949"
马德里自治区·马德里,拉斯班塔斯斗牛场,621577249,文化古迹,,热度 0.,"-3.662978,40.432608"
山东·菏泽·定陶县,仿山,2632187066,文化古迹,3A景区,热度 0.,"115.529951,35.101374"
福建·漳州·南靖土楼群,河坑土楼群,1704267704,文化古迹,,热度 0.,"117.065054,24.654789"
香港·香港·南丫岛,南丫岛渔民文化村,3028595999,文化古迹,,热度 0.,"114.13528087372,22.214256475471"
山西·阳泉·郊区,阳泉市小河古村,2485264360,文化古迹,3A景区,热度 0.,"113.653399,37.848209"
江西·九江·星子县,桃花源,3384917140,文化古迹,,热度 0.,"115.901269,29.456498"
康提,康提佛牙寺,1207241812,文化古迹,,热度 0.,"7.293616,80.634563"
佛罗里达州·迈阿密,迈阿密海明威故居,432070531,文化古迹,,热度 0.,"-81.800623,24.551454"
河南·洛阳,荆紫仙山,3938277106,文化古迹,,热度 0.,"112.066279,35.012524"
巴厘岛·乌布,乌布艺术村,4224606220,文化古迹,,热度 0.,"115.259521,-8.517873"
湖南·湘西·凤凰古城,崇德堂,1301799926,文化古迹,,热度 0.,"109.610655,27.953606"
辽宁·葫芦岛·绥中县,东戴河,2470446537,文化古迹,,热度 0.,"119.916056,40.039694"
台湾·新北,十分老街,2654609625,文化古迹,,热度 0.,"121.77616428626,25.043934620552"
暹粒省·暹粒,巴戎寺,1477349328,文化古迹,,热度 0.,"103.858696,13.44109"
广西·桂林·秀峰区,鲁家村,3452713555,文化古迹,,热度 0.,"110.27974,25.30181"
贵州·遵义·赤水市,转石奇观,2005313743,文化古迹,,热度 0.,"105.774414,28.453052"
湖北·恩施·恩施市,土家女儿城,3393396613,文化古迹,,热度 0.,"109.510576,30.275342"
暹粒·暹粒,巴芳寺,2473435187,文化古迹,,热度 0.,"103.8540387,13.4439036"
暹粒·暹粒,巴孔寺,2337532278,文化古迹,,热度 0.,"103.9717675,13.3359411"
甘肃·酒泉·敦煌市,西晋壁画墓,2435488416,文化古迹,,热度 0.,"94.718319,40.109492"
台湾·台中,宫原眼科,3184801370,文化古迹,,热度 0.,"120.6813357,24.1378331"
河北·秦皇岛·抚宁县,秦皇岛板厂峪长城景区,3734709272,文化古迹,,热度 0.,"119.579979,40.205494"
重庆·重庆·渝中区,通远门城墙遗址公园,2977007481,文化古迹,,热度 0.,"106.574098,29.56166"
浙江·湖州·长兴县,安吉江南红村,2762232649,文化古迹,,热度 0.,"119.689017,31.076169"
暹粒省·暹粒,巴戎寺,1477349328,文化古迹,,热度 0.,"103.858696,13.44109"
暹粒省·暹粒,涅盘宫,1744907115,文化古迹,,热度 0.,"103.894829,13.463803"
暹粒省·暹粒,通王城,2320133639,文化古迹,,热度 0.,"103.868004,13.569117"
金边,金边皇宫,1853787781,文化古迹,,热度 0.,"104.930929374,11.5642621647"
胡志明市,歌剧院,445272233,文化古迹,,热度 0.,"106.662384,10.769871"
河内,河内大教堂,1093399149,文化古迹,,热度 0.,"105.850517,21.027082"
琅勃拉邦,香通寺,3211012630,文化古迹,,热度 0.,"102.143108,19.898108"
大城府·大城,三保公寺,2619095763,文化古迹,,热度 0.,"100.579055,14.345224"
巴伐利亚州·慕尼黑·富森,林德霍夫宫,3025189396,文化古迹,,热度 0.,"10.960845,47.571612"
大城府·大城,大城玛哈泰寺,2250747897,文化古迹,,热度 0.,"100.5653118,14.3569651"
普吉岛,普吉镇夜市,2942479457,文化古迹,,热度 0.,"98.33809,7.951933"
曼谷,曼谷卧佛寺,1901241434,文化古迹,,热度 0.,"100.49273,13.746575"
和歌山县·和歌山,和歌山城,2012217452,文化古迹,,热度 0.,"135.17146,34.227615"
纽约州·纽约州,归零地（9.11世贸中心遗址）,936447016,文化古迹,,热度 0.,"-74.015363,40.7115606"
英格兰·伦敦,温莎城堡,1156350259,文化古迹,,热度 0.,"-0.604411,51.483888"
爱丁堡,老城,1766697956,文化古迹,,热度 0.,"-3.19577,55.948872"
荷兰,桑斯安斯风车村,2009448605,文化古迹,,热度 0.,"4.823114,52.473701"
格拉纳达,托罗斯广场,3204597816,文化古迹,,热度 0.,"-3.597031,37.172405"
纽约州·纽约,归零地,1173450899,文化古迹,,热度 0.,"-74.01384,40.711506"
曼谷,金山寺,110589167,文化古迹,,热度 0.,"100.507294,13.753861"
上海·上海·徐汇区,张乐平旧居,2505917704,文化古迹,,热度 0.,"121.449806,31.218606"
山东·烟台·海阳市,丛麻禅院,47897970,文化古迹,,热度 0.,"121.34147635749,36.916299604072"
江苏·无锡·江阴市,无锡长泾老街,2272365224,文化古迹,,热度 0.,"120.488005,31.756651"
江西·九江·庐山风景名胜区,老别墅的故事,4199879109,文化古迹,,热度 0.,"115.988446,29.566914"
山东·枣庄·冠世榴园,青檀寺,1402094573,文化古迹,4A景区,热度 0.,"120.417373,36.14176"
江苏·苏州·张家港市,恬庄古街,3992023840,文化古迹,,热度 0.,"120.67679,31.783628"
福建·厦门·翔安区,九架厝战地民俗园,2327001831,文化古迹,,热度 0.,"118.33997,24.562117"
广东·江门·开平市,开平凤仪里,385063466,文化古迹,,热度 0.,"112.625391,22.375835"
湖南·湘西·凤凰县,拉毫营盘石板寨,1506464388,文化古迹,,热度 0.,"109.528853,27.93491"
北京·北京·大兴区,中华耕织文化园,538618037,文化古迹,,热度 0.,"116.427239,39.605405"
辽宁·沈阳·法库县,白鹤楼,1424861265,文化古迹,,热度 0.,"123.452149,42.502048"
里斯本,佩纳宫,2093733726,文化古迹,,热度 0.,"-9.3927976,38.7875851"
马德里自治区·马德里,烈士谷,852900915,文化古迹,,热度 0.,"-3.8196224,40.4378698"
陕西·延安·万安禅院,黄陵万安禅院石窟,2403634335,文化古迹,,热度 0.,"108.942257,35.672533"
香港·香港·中西,湾仔洪圣古庙,3724193600,文化古迹,,热度 0.,"114.182373,22.278394"
浙江·绍兴·绍兴县,徐锡麟故居,2302286235,文化古迹,,热度 0.,"120.542733,30.060278"
云南·大理·大理古城,大理环洱海旅游专线车,2230056456,文化古迹,,热度 0.,"100.170381,25.693495"
广东·韶关·南雄市,梅关古道,3835372378,文化古迹,,热度 0.,"114.34894,25.328994"
福建·厦门·翔安区,九架厝战地民俗园,2327001831,文化古迹,,热度 0.,"118.33997,24.562117"
广东·江门·开平市,开平凤仪里,385063466,文化古迹,,热度 0.,"112.625391,22.375835"
山东·枣庄·冠世榴园,青檀寺,1402094573,文化古迹,4A景区,热度 0.,"120.417373,36.14176"
江西·九江·庐山风景名胜区,老别墅的故事,4199879109,文化古迹,,热度 0.,"115.988446,29.566914"
云南·迪庆·梅里雪山,飞来寺,1317720008,文化古迹,,热度 0.,"98.888579,28.450491"
利古里亚·五渔村,韦尔纳扎,3763964885,文化古迹,,热度 0.,"9.681968,44.134898"
陕西·安康·汉滨区,巴山秋池,2699337867,文化古迹,,热度 0.,"109.260224,32.096969"
湖北·宜昌,猇亭古战场风景区,3293483787,文化古迹,,热度 0.,"111.409044,30.577014"
台湾·台中,宫原眼科,3184801370,文化古迹,,热度 0.,"120.6813357,24.1378331"
河北·秦皇岛·抚宁县,秦皇岛板厂峪长城景区,3734709272,文化古迹,,热度 0.,"119.579979,40.205494"
湖北·恩施·恩施市,土家女儿城,3393396613,文化古迹,,热度 0.,"109.510576,30.275342"
暹粒·暹粒,巴芳寺,2473435187,文化古迹,,热度 0.,"103.8540387,13.4439036"
暹粒·暹粒,巴孔寺,2337532278,文化古迹,,热度 0.,"103.9717675,13.3359411"
安卡拉,罗马剧场,3227631448,文化古迹,,热度 0.,"32.8608479,39.939476"
浙江·金华·东阳市,新长春园(夏苑),2272615508,文化古迹,,热度 0.,"120.262078,29.114675"
甘肃·酒泉·敦煌市,西晋壁画墓,2435488416,文化古迹,,热度 0.,"94.718319,40.109492"
陕西·渭南·白水县,梁带村遗址,920447192,文化古迹,,热度 0.,"110.504765,35.514026"
福建·漳州·南靖县,梅林古村,4068779482,文化古迹,,热度 0.,"117.07759,24.700201"
河南·安阳·文峰区,安阳韩王庙,225678748,文化古迹,,热度 0.,"114.366724,36.098227"
河北·石家庄·灵寿县,水泉溪,594027389,文化古迹,4A景区,热度 0.,"113.92758,38.65272"
浙江·丽水·景宁县,云中大漈,204950937,文化古迹,,热度 0.,"119.600523,27.812653"
甘肃·酒泉·锁阳城,桥湾古城,3100907546,文化古迹,,热度 0.,"96.747815923034,40.577238124202"
曼谷,印卓威汉寺,1794554815,文化古迹,,热度 0.,"100.5001713,13.7663085"
新疆·吐鲁番·鄯善县,吐峪沟麻扎村,722488265,文化古迹,,热度 0.,"89.699515,42.862384"
四川·阿坝藏族羌族自治州·汶川县,汶川特别旅游区,1085375801,文化古迹,5A景区,热度 0.,"103.49807,31.063224"
陕西·商洛·丹凤县,丹凤凤冠山石窟,216479737,文化古迹,,热度 0.,"110.338196,33.707785"
重庆·重庆·彭水县,摩围山风景区,376901397,文化古迹,,热度 0.,"108.056784,29.190098"
四川·南充·阆中市,落下闳故居,1691499350,文化古迹,,热度 0.,"105.980586,31.57896"
马德里自治区·马德里,Almudena Cathedral,1574163970,文化古迹,,热度 0.,"-3.714573,40.415657"
巴黎,新桥,1490204493,文化古迹,,热度 0.,"2.3046012,48.8592174"
扎金索斯岛,沉船湾,3315064254,文化古迹,,热度 0.,"20.6663614,37.7889724"
雅典,赫拉神殿,2050936227,文化古迹,,热度 0.,"26.885571,37.671949"
安徽·六安·金安区,涂公祠景区,455704089,文化古迹,,热度 0.,"116.571495,31.354728"
浙江·嘉兴·海宁市,王国维故居,3397997473,文化古迹,,热度 0.,"120.543946,30.406969"
湖北·荆门·绿林山,绿林寨,3827176217,文化古迹,4A景区,热度 0.,"113.108108,31.358984"
江苏·苏州·吴中区,禹王庙,4028985999,文化古迹,,热度 0.,"120.222247,31.1297"
安徽·六安·金安区,大别山地质公园风情谷,4040936708,文化古迹,4A景区,热度 0.,"116.560389,31.490198"
湖南·娄底·双峰县,白玉堂,1529637586,文化古迹,,热度 0.,"112.424957,27.372995"
浙江·嘉兴·西塘古镇,西园,191675991,文化古迹,,热度 0.,"120.495798,30.612633"
湖南·怀化·溆浦县,抗战古村阳雀坡,2674090685,文化古迹,,热度 0.,"110.518161,27.3973"
江西·九江·星子县,观音桥,1497888675,文化古迹,,热度 0.,"116.023837,29.516573"
安徽·亳州·谯城区,张园汉墓,461746128,文化古迹,,热度 0.,"115.793986,33.866898"
浙江·杭州·桐庐县,桐君山,2632081396,文化古迹,,热度 0.,"119.691262,29.815449"
暹粒省·吴哥,圣剑寺,165265378,文化古迹,,热度 0.,"103.8696757,13.4619053"
浙江·嘉兴·海宁市,陈阁老宅,3918655308,文化古迹,,热度 0.,"120.551806,30.412186"
台湾·台北,士林官邸,259648968,文化古迹,,热度 1.,"121.53013540214,25.093934468272"
暹粒省·吴哥,崩密列,3606049810,文化古迹,,热度 0.,"104.233833,13.476189"
开罗省·开罗,胡夫金字塔,786482643,文化古迹,,热度 0.,"31.2402,30.045724"
清迈府·清迈,柴迪隆寺,3473552105,文化古迹,,热度 0.,"99.492675,19.569446"
江苏·无锡·宜兴市,龙池山,3895873970,文化古迹,,热度 0.,"119.704639,31.222651"
河内,胡志明故居,4093350248,文化古迹,,热度 1.,"105.836878,21.036762"
西藏·日喀则·定日县,绒布寺,2700753458,文化古迹,,热度 0.,"86.830396,28.189485"
日惹特区·日惹,婆罗浮屠,1657218068,文化古迹,,热度 0.,"110.204067,-7.603182"
大阪府·大阪,四天王寺,149049990,文化古迹,,热度 1.,"135.516401,34.654092"
河北·邯郸·邯郸县,古石龙,190182413,文化古迹,,热度 0.,"114.3962326993,36.689260724863"
江苏·苏州·平江区,城隍庙,974353044,文化古迹,,热度 0.,"120.625478,31.317197"
巴厘岛,布撒基寺,395403380,文化古迹,,热度 0.,"115.5048688,-8.3433106"
曼德勒,曼德勒皇宫,3136978765,文化古迹,,热度 0.,"96.097031,21.990323"
浙江·湖州·安吉灵峰山风景区,灵峰寺,2092643597,文化古迹,,热度 0.,"119.638776,30.60348"
台湾·台北,阳明山国家公园,483471671,文化古迹,,热度 1.,"121.54078810295,25.136578530009"
重庆·重庆·黄水国家森林公园,大风堡原始森林,3625126767,文化古迹,4A景区,热度 0.,"108.388814,30.195765"
山西·太原·尖草坪区,晋窦大夫祠,819941390,文化古迹,,热度 0.,"112.443678,38.005793"
长崎县·长崎,兴福寺,448500465,文化古迹,,热度 0.,"135.833627,34.683237"
北京·北京·西城区,白塔寺,117596970,文化古迹,,热度 0.,"116.370044,39.929866"
云南·丽江·玉龙县,玉柱擎天,1739610172,文化古迹,,热度 0.,"100.21368,27.022852"
耶路撒冷,圣墓教堂,1807929636,文化古迹,,热度 0.,"35.219168,31.839772"
北京·北京·东城区,文天祥祠,334702445,文化古迹,,热度 0.,"116.41672534144,39.942254053529"
西藏·山南·扎囊县,桑耶寺,1984376457,文化古迹,4A景区,热度 0.,"91.510598,29.328912"
英格兰·伦敦,汉普顿宫,1862281657,文化古迹,,热度 1.,"-0.336481,51.403196"
塞班岛,日军最后司令部,1314230605,文化古迹,,热度 0.,"145.804024,15.262021"
莫斯科,克里姆林宫,1706812977,文化古迹,,热度 0.,"37.616666,55.749993"
新疆·巴音郭楞·库尔勒市,清真大寺,220767051,文化古迹,,热度 0.,"86.1271,41.789203"
威尼斯,圣马可大教堂,2861505835,文化古迹,,热度 1.,"12.339354,45.433633"
广东·韶关·乳源县,云门寺,632469767,文化古迹,4A景区,热度 0.,"113.321043,24.815506"
胡志明市,中央邮局,1811550632,文化古迹,,热度 0.,"106.6976933,10.7798294"
山西·大同·大同县,九龙壁,1126233431,文化古迹,,热度 0.,"113.310179,40.098668"
甘肃·酒泉·敦煌市,雷音寺,2485448552,文化古迹,,热度 0.,"94.679946,40.110668"
吉隆坡,国家清真寺,1069513380,文化古迹,,热度 0.,"101.699998,3.159726"
四川·甘孜州·泸定县,泸定桥,2454919740,文化古迹,,热度 0.,"102.23155727794348,29.911793329079817"
西藏·林芝·林芝县,巨柏,1273686385,文化古迹,,热度 0.,"93.148688,29.093473"
北京·北京·东城区,钟鼓楼,969192642,文化古迹,,热度 0.,"116.402348,39.947175"
广东·河源·龙川县,佗城,4086974745,文化古迹,,热度 0.,"115.199539,24.067091"
浙江·杭州·西湖区,慧因高丽寺,401787095,文化古迹,,热度 0.,"120.137853,30.234078"
河北·邯郸·邯郸县,天下第一龙风景区,1819283223,文化古迹,,热度 0.,"114.408927,36.686803"
山东·淄博·淄博市,云明山,2835087505,文化古迹,,热度 0.,"118.183944,36.457258"
浙江·台州·温岭市,石塘曙光园,730204532,文化古迹,3A景区,热度 0.,"121.623918,28.263703"
安徽·宣城·泾县,赤滩古镇,1155643476,文化古迹,3A景区,热度 0.,"118.484615,30.730847"
贵州·毕节·大方县,慕俄格古城,362298159,文化古迹,,热度 0.,"105.605833,27.170174"
武里府·芭堤雅,七珍佛山,3415257821,文化古迹,,热度 0.,"100.9535348,12.7640984"
西藏·林芝·林芝县,卡定沟,2046855203,文化古迹,,热度 0.,"94.176626,29.759486"
新南威尔士州·卧龙冈,南天寺,722617781,文化古迹,,热度 0.,"150.8462119,-34.4663547"
四川·绵阳·江油市,太白碑林,4123491125,文化古迹,,热度 0.,"104.699002,31.675048"
江苏·南京·鼓楼区,宝船厂遗址,239132766,文化古迹,3A景区,热度 0.,"118.739957,32.066758"
云南·德宏·芒市,五云寺,4066444848,文化古迹,,热度 0.,"98.591952031252,24.45513617942"
浙江·舟山·普陀山,观音古洞,2497770212,文化古迹,,热度 0.,"122.382049,29.988375"
马德里自治区·马德里,塞戈维亚,1290834944,文化古迹,,热度 0.,"-4.119209,40.949427"
暹粒省·吴哥,吴哥城,63734562,文化古迹,,热度 0.,"103.856324,13.423799"
阿布扎比,谢赫扎伊德清真寺,1906014998,文化古迹,,热度 0.,"54.4728821,24.4125432"
曼谷,四面神,2418911006,文化古迹,,热度 0.,"100.543586,13.744014"
法兰克福,歌德故居,1076057803,文化古迹,,热度 0.,"8.677588,50.111194"
巴伐利亚州·福森,新天鹅堡,2701997064,文化古迹,,热度 0.,"10.707378,47.575368"
威尼斯,幕拉诺,3632742173,文化古迹,,热度 0.,"12.3433112,45.4584289"
西藏·林芝·林芝县,巨柏,1273686385,文化古迹,,热度 0.,"93.148688,29.093473"
北京·北京·东城区,钟鼓楼,969192642,文化古迹,,热度 0.,"116.402348,39.947175"
山东·淄博·淄博市,云明山,2835087505,文化古迹,,热度 0.,"118.183944,36.457258"
